"","X","Hours.Studied","Previous.Scores","Extracurricular.Activities","Sleep.Hours","Sample.Question.Papers.Practiced","Performance.Index"
"7694",7694,4,57,"No",4,3,37
"7695",7695,4,82,"Yes",6,4,65
"7696",7696,6,78,"Yes",8,8,69
"7697",7697,9,85,"Yes",4,0,82
"7698",7698,3,59,"Yes",6,7,39
"7699",7699,9,57,"Yes",7,2,54
"7700",7700,6,50,"No",5,8,36
"7701",7701,7,61,"Yes",4,7,55
"7702",7702,2,98,"No",9,7,78
"7703",7703,6,83,"Yes",8,8,73
"7704",7704,6,57,"No",9,3,49
"7705",7705,2,97,"Yes",4,4,74
"7706",7706,2,73,"Yes",5,6,51
"7707",7707,2,62,"No",5,1,37
"7708",7708,1,40,"No",6,6,16
"7709",7709,5,94,"No",9,2,84
"7710",7710,8,49,"Yes",9,5,47
"7711",7711,2,92,"No",8,5,70
"7712",7712,5,40,"No",6,5,28
"7713",7713,8,77,"No",8,9,72
"7714",7714,5,78,"Yes",4,1,60
"7715",7715,2,88,"Yes",4,8,67
"7716",7716,3,48,"Yes",9,7,33
"7717",7717,6,70,"No",6,6,58
"7718",7718,5,46,"Yes",7,8,36
"7719",7719,4,56,"Yes",5,3,35
"7720",7720,4,74,"Yes",6,1,56
"7721",7721,5,87,"Yes",6,3,71
"7722",7722,2,76,"No",4,9,51
"7723",7723,9,91,"Yes",5,2,88
"7724",7724,2,57,"No",6,1,36
"7725",7725,2,72,"No",4,1,50
"7726",7726,9,43,"No",4,7,42
"7727",7727,3,62,"No",9,4,44
"7728",7728,7,50,"No",9,5,42
"7729",7729,4,91,"No",6,7,75
"7730",7730,6,48,"Yes",6,6,34
"7731",7731,4,69,"No",4,6,54
"7732",7732,7,47,"Yes",9,6,36
"7733",7733,1,79,"No",6,6,53
"7734",7734,3,44,"Yes",5,7,24
"7735",7735,3,51,"No",4,0,30
"7736",7736,1,40,"Yes",4,2,13
"7737",7737,6,54,"Yes",6,0,43
"7738",7738,9,64,"No",6,7,56
"7739",7739,8,57,"No",6,1,50
"7740",7740,7,77,"No",5,6,67
"7741",7741,8,81,"No",4,5,74
"7742",7742,6,85,"Yes",7,0,73
"7743",7743,9,92,"Yes",5,5,90
"7744",7744,3,65,"No",5,8,42
"7745",7745,9,79,"No",9,2,77
"7746",7746,4,98,"Yes",4,6,84
"7747",7747,7,42,"No",7,3,37
"7748",7748,9,93,"Yes",4,0,91
"7749",7749,2,61,"No",5,6,34
"7750",7750,2,65,"No",6,0,40
"7751",7751,9,58,"Yes",4,3,53
"7752",7752,3,83,"Yes",4,8,63
"7753",7753,9,83,"No",6,4,82
"7754",7754,5,86,"Yes",7,6,73
"7755",7755,6,99,"No",7,6,86
"7756",7756,2,78,"Yes",4,2,56
"7757",7757,8,98,"No",6,7,94
"7758",7758,9,75,"No",9,0,74
"7759",7759,2,60,"No",4,3,37
"7760",7760,6,80,"Yes",6,9,69
"7761",7761,6,93,"Yes",5,3,79
"7762",7762,8,87,"Yes",9,1,83
"7763",7763,5,65,"Yes",6,5,50
"7764",7764,9,52,"No",4,0,47
"7765",7765,1,75,"Yes",8,2,53
"7766",7766,9,63,"Yes",7,8,62
"7767",7767,7,80,"Yes",4,9,75
"7768",7768,4,65,"No",6,5,48
"7769",7769,3,60,"Yes",9,1,40
"7770",7770,6,57,"Yes",9,8,45
"7771",7771,1,54,"No",6,1,27
"7772",7772,3,54,"No",7,6,32
"7773",7773,2,45,"No",4,0,20
"7774",7774,9,82,"No",9,4,80
"7775",7775,3,70,"No",9,6,51
"7776",7776,2,67,"No",8,2,44
"7777",7777,4,47,"No",5,3,29
"7778",7778,2,68,"Yes",8,4,46
"7779",7779,1,60,"No",5,2,37
"7780",7780,6,56,"No",9,5,44
"7781",7781,8,95,"No",5,2,90
"7782",7782,2,96,"No",4,7,75
"7783",7783,9,88,"No",9,6,84
"7784",7784,3,63,"Yes",9,0,44
"7785",7785,8,97,"Yes",5,1,91
"7786",7786,8,99,"Yes",6,3,94
"7787",7787,3,89,"Yes",5,4,69
"7788",7788,3,75,"Yes",5,9,57
"7789",7789,6,70,"Yes",7,3,55
"7790",7790,1,86,"Yes",7,3,61
"7791",7791,4,73,"No",4,8,54
"7792",7792,1,41,"No",4,3,12
"7793",7793,3,81,"No",6,3,62
"7794",7794,9,42,"No",7,3,40
"7795",7795,5,69,"No",8,1,57
"7796",7796,5,47,"No",4,7,33
"7797",7797,4,91,"Yes",4,3,71
"7798",7798,3,46,"No",7,4,26
"7799",7799,5,51,"No",7,7,39
"7800",7800,4,97,"No",6,3,74
"7801",7801,8,58,"Yes",7,4,56
"7802",7802,4,65,"Yes",5,4,45
"7803",7803,8,67,"Yes",9,5,61
"7804",7804,6,54,"No",8,6,45
"7805",7805,5,53,"No",9,2,43
"7806",7806,4,87,"No",5,9,68
"7807",7807,4,98,"Yes",5,2,79
"7808",7808,4,53,"Yes",9,8,40
"7809",7809,9,42,"No",5,0,37
"7810",7810,4,89,"Yes",4,9,72
"7811",7811,9,68,"No",9,7,67
"7812",7812,6,99,"Yes",5,9,93
"7813",7813,7,93,"Yes",4,2,85
"7814",7814,3,45,"Yes",7,4,26
"7815",7815,8,88,"No",8,2,84
"7816",7816,3,62,"Yes",8,9,45
"7817",7817,1,67,"No",5,0,41
"7818",7818,5,53,"No",8,9,39
"7819",7819,2,53,"No",4,4,28
"7820",7820,6,59,"Yes",7,7,48
"7821",7821,9,52,"Yes",5,4,46
"7822",7822,1,66,"Yes",6,3,38
"7823",7823,4,99,"No",9,8,87
"7824",7824,1,74,"Yes",8,0,50
"7825",7825,1,84,"Yes",8,4,63
"7826",7826,8,95,"No",5,0,89
"7827",7827,2,41,"No",9,5,19
"7828",7828,1,80,"No",9,9,56
"7829",7829,8,84,"Yes",8,8,82
"7830",7830,4,79,"Yes",8,1,60
"7831",7831,3,87,"No",6,3,67
"7832",7832,4,63,"Yes",9,7,50
"7833",7833,5,68,"No",4,2,52
"7834",7834,1,42,"Yes",5,6,17
"7835",7835,1,84,"No",5,6,61
"7836",7836,3,43,"Yes",6,1,22
"7837",7837,6,89,"No",6,9,79
"7838",7838,1,41,"No",4,3,15
"7839",7839,2,59,"No",7,0,34
"7840",7840,7,93,"Yes",5,7,83
"7841",7841,1,92,"Yes",9,9,71
"7842",7842,7,54,"Yes",8,9,47
"7843",7843,4,88,"No",4,8,70
"7844",7844,6,71,"No",5,0,58
"7845",7845,8,81,"No",9,6,74
"7846",7846,9,40,"No",4,0,34
"7847",7847,6,77,"No",7,0,66
"7848",7848,9,74,"No",9,8,73
"7849",7849,4,90,"No",5,9,72
"7850",7850,6,46,"No",8,9,34
"7851",7851,8,84,"No",9,5,80
"7852",7852,9,52,"Yes",5,0,49
"7853",7853,3,88,"No",4,6,69
"7854",7854,2,40,"Yes",7,2,16
"7855",7855,6,53,"No",9,9,46
"7856",7856,4,68,"Yes",4,3,50
"7857",7857,1,97,"No",4,3,67
"7858",7858,8,42,"Yes",6,7,37
"7859",7859,9,85,"No",4,0,78
"7860",7860,9,63,"No",9,7,62
"7861",7861,2,40,"No",7,8,18
"7862",7862,9,87,"Yes",8,6,83
"7863",7863,7,49,"No",6,0,42
"7864",7864,5,52,"Yes",4,6,36
"7865",7865,7,75,"Yes",9,5,64
"7866",7866,9,48,"Yes",5,4,47
"7867",7867,8,53,"Yes",6,4,48
"7868",7868,6,75,"Yes",7,0,63
"7869",7869,4,49,"No",5,5,31
"7870",7870,1,79,"Yes",7,3,54
"7871",7871,6,62,"Yes",5,0,46
"7872",7872,3,74,"Yes",8,7,53
"7873",7873,6,94,"Yes",7,7,86
"7874",7874,6,46,"No",5,3,34
"7875",7875,4,81,"No",7,6,66
"7876",7876,2,74,"No",6,2,53
"7877",7877,9,41,"Yes",7,7,32
"7878",7878,2,54,"Yes",9,6,32
"7879",7879,3,48,"Yes",7,4,26
"7880",7880,1,86,"No",5,4,59
"7881",7881,7,56,"Yes",7,8,45
"7882",7882,1,78,"No",8,5,54
"7883",7883,9,91,"Yes",4,5,89
"7884",7884,1,57,"Yes",6,1,35
"7885",7885,5,54,"No",9,4,40
"7886",7886,7,57,"Yes",5,3,49
"7887",7887,3,63,"No",7,9,46
"7888",7888,9,62,"Yes",7,2,63
"7889",7889,8,51,"No",7,8,43
"7890",7890,3,62,"Yes",6,6,44
"7891",7891,5,60,"Yes",9,3,48
"7892",7892,7,65,"Yes",4,8,53
"7893",7893,4,47,"Yes",8,8,32
"7894",7894,5,69,"Yes",9,6,58
"7895",7895,3,73,"No",8,4,50
"7896",7896,9,41,"No",9,8,39
"7897",7897,9,44,"Yes",5,6,41
"7898",7898,7,70,"No",4,8,61
"7899",7899,2,72,"No",4,2,49
"7900",7900,7,93,"No",6,8,84
"7901",7901,7,43,"No",9,0,32
"7902",7902,5,45,"Yes",7,4,32
"7903",7903,9,62,"No",4,1,60
"7904",7904,3,84,"No",9,0,67
"7905",7905,4,58,"Yes",7,2,46
"7906",7906,1,82,"Yes",6,6,56
"7907",7907,6,84,"Yes",9,2,74
"7908",7908,4,47,"Yes",9,9,28
"7909",7909,1,78,"Yes",5,9,52
"7910",7910,2,52,"Yes",9,8,28
"7911",7911,3,40,"Yes",5,2,18
"7912",7912,9,45,"Yes",7,5,45
"7913",7913,8,46,"No",7,1,41
"7914",7914,7,87,"Yes",4,7,78
"7915",7915,4,66,"No",6,9,48
"7916",7916,1,54,"Yes",5,4,26
"7917",7917,8,91,"Yes",4,1,86
"7918",7918,4,73,"No",8,6,56
"7919",7919,3,97,"Yes",4,2,77
"7920",7920,9,96,"Yes",7,4,95
"7921",7921,4,62,"No",8,8,47
"7922",7922,4,87,"No",4,0,62
"7923",7923,9,88,"No",9,1,87
"7924",7924,2,63,"No",6,4,40
"7925",7925,5,54,"No",5,3,35
"7926",7926,4,74,"No",9,0,60
"7927",7927,9,43,"Yes",8,6,41
"7928",7928,5,83,"Yes",6,8,67
"7929",7929,9,76,"Yes",4,0,70
"7930",7930,9,56,"Yes",9,7,55
"7931",7931,2,70,"Yes",7,8,54
"7932",7932,9,77,"No",7,1,72
"7933",7933,3,49,"No",6,0,26
"7934",7934,4,93,"Yes",7,5,77
"7935",7935,1,89,"No",5,6,67
"7936",7936,1,66,"Yes",6,1,39
"7937",7937,1,81,"No",6,4,54
"7938",7938,9,45,"Yes",7,4,43
"7939",7939,8,95,"Yes",6,6,89
"7940",7940,5,45,"Yes",4,0,28
"7941",7941,5,91,"No",8,9,80
"7942",7942,9,54,"No",9,7,51
"7943",7943,3,43,"Yes",8,4,23
"7944",7944,3,96,"No",9,2,79
"7945",7945,7,87,"Yes",7,8,77
"7946",7946,9,93,"Yes",5,2,89
"7947",7947,6,95,"No",5,6,80
"7948",7948,2,79,"Yes",7,9,57
"7949",7949,1,46,"Yes",7,6,20
"7950",7950,2,90,"Yes",6,9,68
"7951",7951,1,97,"No",5,7,71
"7952",7952,9,88,"Yes",8,9,88
"7953",7953,8,92,"Yes",7,7,85
"7954",7954,7,84,"Yes",8,3,77
"7955",7955,3,86,"Yes",9,0,66
"7956",7956,8,65,"No",8,3,61
"7957",7957,2,97,"Yes",5,5,74
"7958",7958,2,70,"Yes",9,9,48
"7959",7959,3,41,"No",8,5,18
"7960",7960,7,67,"No",6,5,59
"7961",7961,1,81,"No",6,6,55
"7962",7962,8,52,"No",5,0,47
"7963",7963,7,57,"No",6,9,52
"7964",7964,4,69,"No",7,0,50
"7965",7965,5,94,"Yes",9,6,77
"7966",7966,1,50,"Yes",5,3,25
"7967",7967,4,52,"No",9,5,35
"7968",7968,1,90,"Yes",8,5,65
"7969",7969,1,63,"No",7,8,40
"7970",7970,1,96,"Yes",5,1,70
"7971",7971,7,68,"No",8,3,61
"7972",7972,7,95,"No",8,3,89
"7973",7973,4,93,"Yes",8,6,77
"7974",7974,2,44,"No",8,0,22
"7975",7975,3,74,"Yes",8,4,55
"7976",7976,8,58,"No",5,3,52
"7977",7977,8,94,"No",6,1,88
"7978",7978,6,52,"Yes",8,4,44
"7979",7979,9,44,"No",7,8,39
"7980",7980,9,83,"Yes",5,7,80
"7981",7981,4,53,"Yes",4,8,35
"7982",7982,1,77,"Yes",6,6,52
"7983",7983,1,61,"Yes",7,9,34
"7984",7984,5,48,"Yes",8,6,33
"7985",7985,2,88,"No",5,1,64
"7986",7986,6,79,"No",5,2,65
"7987",7987,7,65,"Yes",8,9,55
"7988",7988,1,84,"No",7,7,58
"7989",7989,6,44,"Yes",5,1,29
"7990",7990,8,68,"No",9,6,65
"7991",7991,5,93,"Yes",6,5,80
"7992",7992,7,61,"No",7,9,55
"7993",7993,6,88,"Yes",8,3,78
"7994",7994,4,42,"No",7,3,22
"7995",7995,7,67,"Yes",9,2,53
"7996",7996,9,77,"Yes",7,5,77
"7997",7997,7,53,"No",4,2,41
"7998",7998,5,86,"Yes",8,8,69
"7999",7999,7,53,"Yes",6,3,47
"8000",8000,3,82,"No",8,3,64
"8001",8001,2,50,"No",4,1,28
"8002",8002,5,48,"Yes",8,1,35
"8003",8003,4,77,"Yes",8,6,63
"8004",8004,5,86,"Yes",6,4,71
"8005",8005,8,83,"Yes",4,2,78
"8006",8006,4,45,"No",8,5,32
"8007",8007,9,40,"Yes",9,5,40
"8008",8008,7,64,"Yes",8,0,55
"8009",8009,7,55,"No",5,2,42
"8010",8010,8,91,"No",8,4,88
"8011",8011,6,54,"Yes",6,6,43
"8012",8012,8,73,"No",5,3,66
"8013",8013,3,56,"No",9,7,33
"8014",8014,1,42,"No",9,2,12
"8015",8015,6,42,"Yes",9,5,32
"8016",8016,1,76,"Yes",4,5,48
"8017",8017,9,56,"Yes",9,8,56
"8018",8018,2,94,"No",7,3,73
"8019",8019,2,88,"Yes",6,6,65
"8020",8020,7,91,"Yes",4,9,83
"8021",8021,2,77,"Yes",5,0,53
"8022",8022,8,40,"No",7,0,39
"8023",8023,6,46,"Yes",4,1,32
"8024",8024,7,65,"Yes",6,3,55
"8025",8025,7,86,"Yes",5,5,76
"8026",8026,6,78,"Yes",6,3,69
"8027",8027,9,58,"No",6,5,54
"8028",8028,9,91,"Yes",5,1,89
"8029",8029,7,93,"Yes",9,8,87
"8030",8030,9,69,"No",8,2,66
"8031",8031,3,82,"No",6,6,65
"8032",8032,3,94,"No",9,0,71
"8033",8033,1,53,"No",5,7,27
"8034",8034,5,52,"No",6,3,38
"8035",8035,4,59,"Yes",8,4,43
"8036",8036,2,65,"No",5,6,38
"8037",8037,9,66,"No",4,2,59
"8038",8038,3,64,"No",4,8,44
"8039",8039,8,48,"Yes",9,8,39
"8040",8040,6,80,"Yes",4,7,67
"8041",8041,5,87,"Yes",7,0,70
"8042",8042,1,51,"No",6,1,24
"8043",8043,4,49,"Yes",6,1,31
"8044",8044,3,45,"No",5,2,24
"8045",8045,1,89,"No",7,1,61
"8046",8046,5,73,"Yes",6,0,59
"8047",8047,6,98,"Yes",5,4,87
"8048",8048,2,91,"Yes",8,5,68
"8049",8049,3,80,"No",6,6,62
"8050",8050,6,58,"Yes",9,9,50
"8051",8051,4,45,"Yes",6,6,27
"8052",8052,9,41,"Yes",8,1,36
"8053",8053,5,54,"Yes",8,6,43
"8054",8054,4,56,"Yes",6,1,35
"8055",8055,2,55,"No",8,1,29
"8056",8056,6,67,"No",5,5,56
"8057",8057,2,60,"Yes",6,5,41
"8058",8058,7,47,"No",6,7,37
"8059",8059,3,49,"No",4,4,26
"8060",8060,9,49,"No",9,4,46
"8061",8061,5,89,"Yes",6,9,75
"8062",8062,8,49,"No",4,0,40
"8063",8063,6,48,"Yes",8,3,36
"8064",8064,8,67,"No",9,0,62
"8065",8065,3,63,"Yes",9,9,47
"8066",8066,3,58,"No",8,4,39
"8067",8067,5,72,"No",5,7,57
"8068",8068,3,43,"Yes",4,0,20
"8069",8069,8,95,"Yes",6,2,87
"8070",8070,8,42,"No",4,0,31
"8071",8071,2,81,"Yes",8,5,57
"8072",8072,4,51,"Yes",8,9,37
"8073",8073,1,57,"Yes",5,0,29
"8074",8074,4,62,"Yes",9,9,48
"8075",8075,4,59,"No",9,2,41
"8076",8076,9,45,"Yes",8,4,43
"8077",8077,3,92,"No",4,4,70
"8078",8078,2,73,"No",9,1,54
"8079",8079,9,81,"Yes",6,2,77
"8080",8080,9,41,"Yes",6,8,40
"8081",8081,1,69,"Yes",4,0,39
"8082",8082,6,48,"Yes",5,0,38
"8083",8083,8,66,"No",6,1,61
"8084",8084,3,81,"No",4,7,59
"8085",8085,9,73,"Yes",4,5,68
"8086",8086,2,79,"No",8,3,59
"8087",8087,6,63,"Yes",9,6,55
"8088",8088,1,88,"No",8,5,63
"8089",8089,7,56,"No",9,8,47
"8090",8090,3,68,"No",5,5,49
"8091",8091,7,75,"Yes",5,1,64
"8092",8092,4,89,"Yes",5,2,72
"8093",8093,9,51,"No",4,8,46
"8094",8094,5,70,"Yes",4,6,55
"8095",8095,3,88,"Yes",8,5,73
"8096",8096,8,48,"No",6,4,41
"8097",8097,6,58,"Yes",9,2,50
"8098",8098,2,85,"Yes",9,3,61
"8099",8099,3,85,"No",5,0,60
"8100",8100,8,56,"No",9,4,52
"8101",8101,7,41,"No",7,6,31
"8102",8102,6,79,"No",5,1,66
"8103",8103,1,44,"Yes",9,7,16
"8104",8104,9,98,"Yes",8,9,93
"8105",8105,3,78,"No",9,5,59
"8106",8106,5,93,"No",4,9,78
"8107",8107,7,87,"Yes",8,2,79
"8108",8108,7,55,"Yes",8,1,50
"8109",8109,3,56,"Yes",8,7,38
"8110",8110,4,93,"No",7,3,80
"8111",8111,7,66,"No",7,6,58
"8112",8112,8,46,"No",9,6,44
"8113",8113,2,91,"No",5,9,70
"8114",8114,9,47,"Yes",9,8,45
"8115",8115,7,47,"No",9,9,40
"8116",8116,8,62,"No",9,7,57
"8117",8117,6,71,"Yes",4,7,61
"8118",8118,6,82,"No",8,6,72
"8119",8119,9,86,"Yes",6,9,83
"8120",8120,4,57,"No",5,4,36
"8121",8121,5,77,"Yes",5,8,61
"8122",8122,9,93,"Yes",8,6,90
"8123",8123,1,51,"Yes",5,2,22
"8124",8124,4,54,"No",8,5,35
"8125",8125,7,67,"No",5,2,59
"8126",8126,9,94,"No",9,5,89
"8127",8127,6,77,"No",4,7,66
"8128",8128,8,89,"No",5,8,88
"8129",8129,9,95,"No",5,1,91
"8130",8130,4,70,"Yes",6,5,53
"8131",8131,1,91,"No",4,2,64
"8132",8132,8,48,"No",9,6,40
"8133",8133,2,47,"Yes",4,3,24
"8134",8134,1,85,"Yes",4,4,59
"8135",8135,7,58,"No",5,9,49
"8136",8136,9,90,"Yes",7,5,85
"8137",8137,9,47,"No",5,7,47
"8138",8138,3,73,"Yes",8,1,54
"8139",8139,6,96,"No",6,3,82
"8140",8140,7,43,"Yes",4,3,31
"8141",8141,9,70,"Yes",8,5,67
"8142",8142,2,77,"No",9,3,58
"8143",8143,8,42,"No",8,4,36
"8144",8144,7,74,"Yes",7,4,66
"8145",8145,4,58,"Yes",4,7,39
"8146",8146,2,82,"Yes",5,3,61
"8147",8147,8,68,"Yes",4,5,64
"8148",8148,5,49,"No",6,6,31
"8149",8149,6,51,"Yes",4,7,39
"8150",8150,7,85,"Yes",8,8,78
"8151",8151,1,69,"No",8,9,43
"8152",8152,8,69,"No",5,7,62
"8153",8153,4,99,"No",5,3,80
"8154",8154,9,57,"No",5,3,51
"8155",8155,1,63,"No",9,9,40
"8156",8156,2,71,"No",6,4,48
"8157",8157,6,48,"Yes",9,2,38
"8158",8158,1,86,"Yes",9,1,61
"8159",8159,4,63,"Yes",9,1,42
"8160",8160,8,65,"No",4,8,57
"8161",8161,5,42,"No",7,7,26
"8162",8162,9,62,"Yes",4,5,58
"8163",8163,6,50,"Yes",5,8,40
"8164",8164,1,49,"No",6,4,26
"8165",8165,6,89,"No",9,9,78
"8166",8166,6,75,"Yes",4,0,62
"8167",8167,6,99,"Yes",8,7,90
"8168",8168,8,52,"Yes",9,2,50
"8169",8169,6,68,"Yes",4,8,57
"8170",8170,5,77,"Yes",8,0,62
"8171",8171,2,98,"No",4,2,74
"8172",8172,4,92,"Yes",4,0,74
"8173",8173,5,52,"Yes",9,0,40
"8174",8174,4,96,"No",4,5,81
"8175",8175,2,65,"Yes",5,3,45
"8176",8176,7,59,"No",8,9,50
"8177",8177,2,44,"No",6,3,17
"8178",8178,1,59,"Yes",7,4,31
"8179",8179,5,53,"Yes",9,2,40
"8180",8180,1,84,"No",8,1,61
"8181",8181,1,53,"No",5,9,26
"8182",8182,1,47,"No",8,7,20
"8183",8183,6,87,"Yes",6,6,73
"8184",8184,9,52,"Yes",9,9,55
"8185",8185,1,63,"Yes",8,3,37
"8186",8186,5,54,"Yes",5,1,35
"8187",8187,9,90,"Yes",9,8,90
"8188",8188,9,40,"No",5,7,36
"8189",8189,1,61,"Yes",9,3,38
"8190",8190,8,73,"Yes",7,4,65
"8191",8191,1,89,"No",6,9,66
"8192",8192,8,90,"Yes",7,5,88
"8193",8193,1,79,"Yes",4,3,53
"8194",8194,5,42,"Yes",5,1,27
"8195",8195,8,94,"No",7,4,90
"8196",8196,6,65,"No",5,0,50
"8197",8197,9,53,"Yes",9,6,49
"8198",8198,1,97,"Yes",5,8,71
"8199",8199,9,80,"Yes",4,2,72
"8200",8200,1,47,"No",5,5,21
"8201",8201,3,88,"No",9,8,73
"8202",8202,1,94,"Yes",9,3,68
"8203",8203,3,94,"Yes",7,5,74
"8204",8204,2,95,"Yes",6,2,72
"8205",8205,2,55,"Yes",8,8,38
"8206",8206,9,81,"No",7,6,78
"8207",8207,8,60,"No",4,6,55
"8208",8208,1,49,"Yes",8,3,24
"8209",8209,4,96,"No",5,5,72
"8210",8210,1,64,"No",7,7,38
"8211",8211,1,95,"Yes",8,5,73
"8212",8212,4,77,"Yes",7,5,60
"8213",8213,2,61,"Yes",5,3,38
"8214",8214,3,88,"Yes",9,7,74
"8215",8215,9,87,"No",7,9,86
"8216",8216,2,86,"Yes",4,7,62
"8217",8217,4,93,"Yes",8,8,80
"8218",8218,1,85,"Yes",8,5,62
"8219",8219,2,43,"Yes",8,1,22
"8220",8220,5,43,"No",7,3,28
"8221",8221,1,69,"Yes",5,3,41
"8222",8222,7,41,"Yes",7,7,34
"8223",8223,4,68,"No",7,4,52
"8224",8224,6,82,"Yes",9,3,71
"8225",8225,8,75,"Yes",8,7,68
"8226",8226,6,60,"Yes",5,2,47
"8227",8227,2,99,"No",6,1,73
"8228",8228,1,60,"Yes",5,3,33
"8229",8229,8,87,"Yes",7,0,83
"8230",8230,8,60,"Yes",4,0,48
"8231",8231,9,43,"No",5,4,39
"8232",8232,6,40,"Yes",8,0,29
"8233",8233,1,65,"Yes",4,3,36
"8234",8234,9,95,"Yes",6,7,94
"8235",8235,3,90,"No",6,7,73
"8236",8236,6,41,"No",4,1,28
"8237",8237,9,48,"Yes",6,2,49
"8238",8238,3,94,"Yes",4,2,73
"8239",8239,5,96,"No",7,0,83
"8240",8240,5,84,"Yes",4,2,73
"8241",8241,7,57,"No",7,7,50
"8242",8242,4,87,"No",8,5,74
"8243",8243,4,87,"No",8,4,71
"8244",8244,7,96,"Yes",6,9,92
"8245",8245,9,81,"No",9,8,78
"8246",8246,4,80,"No",9,6,64
"8247",8247,4,50,"Yes",4,5,37
"8248",8248,6,64,"Yes",7,4,49
"8249",8249,6,65,"Yes",8,4,53
"8250",8250,7,97,"No",8,9,95
"8251",8251,1,75,"No",8,8,50
"8252",8252,3,81,"Yes",6,9,62
"8253",8253,9,74,"No",8,5,74
"8254",8254,6,77,"Yes",9,3,70
"8255",8255,6,42,"Yes",5,3,29
"8256",8256,5,98,"Yes",6,3,81
"8257",8257,3,80,"Yes",4,5,58
"8258",8258,5,74,"Yes",5,0,57
"8259",8259,1,89,"No",6,8,61
"8260",8260,3,79,"No",6,1,56
"8261",8261,4,61,"Yes",7,1,44
"8262",8262,5,47,"No",5,4,30
"8263",8263,9,54,"No",5,3,53
"8264",8264,4,84,"Yes",9,2,67
"8265",8265,3,46,"No",5,4,21
"8266",8266,1,58,"No",8,6,35
"8267",8267,6,79,"Yes",9,9,77
"8268",8268,7,81,"No",8,1,72
"8269",8269,8,56,"No",9,5,52
"8270",8270,1,40,"No",4,3,15
"8271",8271,4,84,"No",9,1,67
"8272",8272,5,68,"No",4,0,55
"8273",8273,2,97,"Yes",9,7,73
"8274",8274,1,52,"Yes",4,4,25
"8275",8275,8,95,"Yes",8,9,90
"8276",8276,6,87,"Yes",9,1,74
"8277",8277,5,68,"Yes",7,7,53
"8278",8278,9,80,"No",9,2,79
"8279",8279,2,81,"No",4,6,59
"8280",8280,8,45,"Yes",6,1,40
"8281",8281,9,44,"Yes",8,6,39
"8282",8282,1,73,"Yes",7,3,49
"8283",8283,7,50,"No",6,9,41
"8284",8284,8,48,"No",6,0,39
"8285",8285,3,77,"No",8,4,57
"8286",8286,4,79,"No",9,3,66
"8287",8287,3,80,"No",5,7,59
"8288",8288,7,48,"No",7,0,40
"8289",8289,9,47,"Yes",9,1,47
"8290",8290,3,83,"No",8,4,65
"8291",8291,6,97,"Yes",5,9,86
"8292",8292,8,79,"Yes",8,9,75
"8293",8293,6,42,"No",8,1,30
"8294",8294,2,52,"No",6,0,26
"8295",8295,7,58,"No",9,5,49
"8296",8296,2,73,"No",8,9,52
"8297",8297,2,71,"No",9,3,47
"8298",8298,2,88,"No",5,4,64
"8299",8299,1,55,"No",6,2,28
"8300",8300,1,75,"No",5,9,48
"8301",8301,7,57,"Yes",5,5,47
"8302",8302,5,53,"Yes",6,3,37
"8303",8303,3,69,"No",9,5,54
"8304",8304,1,41,"Yes",5,4,18
"8305",8305,6,52,"No",4,1,37
"8306",8306,1,66,"Yes",9,3,41
"8307",8307,9,98,"Yes",8,1,96
"8308",8308,2,92,"No",6,4,69
"8309",8309,1,91,"No",6,2,64
"8310",8310,7,56,"No",9,5,48
"8311",8311,6,70,"Yes",4,4,59
"8312",8312,6,54,"Yes",4,1,39
"8313",8313,5,96,"No",4,9,80
"8314",8314,4,59,"Yes",4,7,38
"8315",8315,4,44,"No",7,5,26
"8316",8316,3,46,"Yes",6,8,27
"8317",8317,8,57,"No",5,2,50
"8318",8318,7,95,"Yes",6,3,89
"8319",8319,9,50,"No",6,7,45
"8320",8320,1,71,"No",6,6,42
"8321",8321,7,89,"No",4,7,80
"8322",8322,4,66,"Yes",4,8,48
"8323",8323,7,65,"No",7,7,59
"8324",8324,1,76,"Yes",9,7,53
"8325",8325,5,84,"No",6,5,72
"8326",8326,3,67,"No",8,1,46
"8327",8327,5,89,"No",9,6,75
"8328",8328,4,41,"Yes",7,3,25
"8329",8329,2,59,"Yes",4,2,36
"8330",8330,4,43,"Yes",6,3,24
"8331",8331,3,52,"No",4,3,31
"8332",8332,1,63,"Yes",9,2,39
"8333",8333,8,87,"No",5,8,81
"8334",8334,5,77,"No",4,2,63
"8335",8335,4,97,"No",4,1,81
"8336",8336,5,79,"No",7,0,63
"8337",8337,4,87,"No",5,0,69
"8338",8338,3,84,"Yes",9,4,66
"8339",8339,5,94,"Yes",8,4,80
"8340",8340,4,68,"No",8,8,52
"8341",8341,1,97,"No",8,3,68
"8342",8342,3,75,"Yes",6,4,57
"8343",8343,8,41,"No",8,5,37
"8344",8344,7,80,"No",6,9,68
"8345",8345,2,57,"No",9,6,35
"8346",8346,1,88,"No",9,8,65
"8347",8347,3,47,"Yes",4,5,28
"8348",8348,5,97,"No",8,0,82
"8349",8349,1,54,"Yes",7,7,29
"8350",8350,3,80,"Yes",9,1,62
"8351",8351,3,56,"Yes",5,8,35
"8352",8352,5,62,"Yes",5,6,51
"8353",8353,3,41,"No",9,6,22
"8354",8354,9,45,"No",4,9,42
"8355",8355,1,68,"No",5,9,45
